port_id,port_name,port_city,port_state,lat,lon
3383,"Rocky Mountain Metropolitan Airport, Colorado - 3383 ",Broomfield,CO,39.9403995,-105.05208
0410,"Bridgeport, Connecticut - 0410 ",Bridgeport,CT,41.1670412,-73.2048348
0411,"Hartford, Connecticut - 0411 ",Windsor Locks,CT,41.9281305,-72.643631
0412,"New Haven, Connecticut - 0412 ",New Haven,CT,41.3082138,-72.9250518
0413,"New London, Connecticut - 0413 ",New London,CT,41.3556187,-72.0997804
1103,"Wilmington, Delaware - 1103 ",New Castle,DE,39.6620572,-75.5663132
1803,"Area Port of Jacksonville, Florida - 1803 ",Jacksonville,FL,30.3321838,-81.655651
1801,"Area Port of Tampa, Florida - 1801 ",Tampa,FL,27.9477595,-82.458444
1816,"Cape Canaveral, Florida - 1816 ",Cape Canaveral,FL,28.4019534,-80.6046898
1884,"Daytona Beach International Airport (UFA), Florida - 1884 ",Daytona Beach,FL,29.2108147,-81.0228331
1805,"Fernandina Beach, Florida - 1805 ",Fernandina Beach,FL,30.6696818,-81.4625919
1822,"Fort Myers, Florida - 1822 ",Fort Myers,FL,26.640628,-81.8723084
5202,"Key West, Florida - 5202 ",Key West,FL,24.5625566,-81.7724368
1881,"Lakeland Linder Airport, Florida - 1881 ",Lakeland,FL,28.0394654,-81.9498042
1887,"Leesburg International Airport (UFA), Florida - 1887 ",Leesburg,FL,28.810823,-81.8778582
1885,"Melbourne International Airport (UFA), Florida - 1885 ",Melbourne,FL,28.106471,-80.6371513
5206,"Miami International Airport, Florida - 5206 ",Miami,FL,25.7741728,-80.19362
5201,"Miami Seaport, Florida - 5201 ",Miami,FL,25.7741728,-80.19362
1880,"Naples, Florida - 1880 ",Naples,FL,26.1421976,-81.7942944
1888,"Orlando Executive Airport (UFA), Florida - 1888 ",Orlando,FL,28.5421109,-81.3790304
1808,"Orlando International Airport, Florida - 1808 ",Orlando,FL,28.5421109,-81.3790304
